Entity,Code,Year,Total fertility rate,Completed cohort fertility rate shifted +30 years,Tempo-adjusted total fertility rate
Austria,AUT,1951,2.021,,
Austria,AUT,1952,2.061,,
Austria,AUT,1953,2.094,,
Austria,AUT,1954,2.156,,
Austria,AUT,1955,2.289,,
Austria,AUT,1956,2.486,,
Austria,AUT,1957,2.572,,
Austria,AUT,1958,2.6,,
Austria,AUT,1959,2.688,,
Austria,AUT,1960,2.696,,
Austria,AUT,1961,2.786,,
Austria,AUT,1962,2.8,,
Austria,AUT,1963,2.821,,
Austria,AUT,1964,2.795,,
Austria,AUT,1965,2.703,,
Austria,AUT,1966,2.663,2.436,
Austria,AUT,1967,2.621,2.41,
Austria,AUT,1968,2.586,2.339,
Austria,AUT,1969,2.488,2.202,
Austria,AUT,1970,2.292,2.132,
Austria,AUT,1971,2.2,2.065,
Austria,AUT,1972,2.085,2.037,
Austria,AUT,1973,1.938,1.983,
Austria,AUT,1974,1.908,1.953,
Austria,AUT,1975,1.827,1.938,
Austria,AUT,1976,1.688,1.986,
Austria,AUT,1977,1.631,1.931,
Austria,AUT,1978,1.604,1.916,
Austria,AUT,1979,1.598,1.908,
Austria,AUT,1980,1.652,1.863,
Austria,AUT,1981,1.674,1.835,
Austria,AUT,1982,1.661,1.812,
Austria,AUT,1983,1.559,1.817,
Austria,AUT,1984,1.522,1.784,
Austria,AUT,1985,1.474,1.768,1.735
Austria,AUT,1986,1.449,1.746,1.705
Austria,AUT,1987,1.432,1.73,1.647
Austria,AUT,1988,1.447,1.713,1.6
Austria,AUT,1989,1.446,1.714,1.664
Austria,AUT,1990,1.457,1.698,1.614
Austria,AUT,1991,1.507,1.676,1.578
Austria,AUT,1992,1.505,1.675,1.6
Austria,AUT,1993,1.501,1.667,1.717
Austria,AUT,1994,1.465,1.652,1.801
Austria,AUT,1995,1.423,1.657,1.739
Austria,AUT,1996,1.446,1.64,1.731
Austria,AUT,1997,1.393,1.626,1.585
Austria,AUT,1998,1.37,1.61,1.563
Austria,AUT,1999,1.34,1.615,1.519
Austria,AUT,2000,1.364,1.624,1.583
Austria,AUT,2001,1.331,1.634,1.606
Austria,AUT,2002,1.394,1.651,1.681
Austria,AUT,2003,1.376,1.661,1.587
Austria,AUT,2004,1.419,,1.638
Austria,AUT,2005,1.408,,1.728
Austria,AUT,2006,1.409,,1.687
Austria,AUT,2007,1.385,,1.613
Austria,AUT,2008,1.417,,1.704
Austria,AUT,2009,1.396,,1.71
Austria,AUT,2010,1.443,,1.789
Austria,AUT,2011,1.431,,1.778
Austria,AUT,2012,1.44,,1.712
Austria,AUT,2013,1.436,,1.628
Austria,AUT,2014,1.464,,1.68
Austria,AUT,2015,1.491,,1.648
Austria,AUT,2016,1.53,,1.622
Austria,AUT,2017,1.518,,1.706
Austria,AUT,2018,1.475,,1.718
Austria,AUT,2019,1.461,,1.617
Austria,AUT,2020,1.436,,1.616
Austria,AUT,2021,1.476,,1.598
Austria,AUT,2022,1.409,,1.394
Austria,AUT,2023,1.316,,
Belarus,BLR,1964,2.282,,
Belarus,BLR,1965,2.241,,2.097
Belarus,BLR,1966,2.309,,2.129
Belarus,BLR,1967,2.286,,2.301
Belarus,BLR,1968,2.316,,2.221
Belarus,BLR,1969,2.29,,1.998
Belarus,BLR,1970,2.354,,2.047
Belarus,BLR,1971,2.36,,2.166
Belarus,BLR,1972,2.311,,2.206
Belarus,BLR,1973,2.227,,2.106
Belarus,BLR,1974,2.214,,2.011
Belarus,BLR,1975,2.157,,1.969
Belarus,BLR,1976,2.12,,1.988
Belarus,BLR,1977,2.087,,1.911
Belarus,BLR,1978,2.065,,1.898
Belarus,BLR,1979,2.028,1.968,1.881
Belarus,BLR,1980,2.007,1.938,1.942
Belarus,BLR,1981,2.008,1.964,1.987
Belarus,BLR,1982,1.991,1.928,1.927
Belarus,BLR,1983,2.154,1.886,2.092
Belarus,BLR,1984,2.096,1.915,1.974
Belarus,BLR,1985,2.055,1.931,2.106
Belarus,BLR,1986,2.156,1.926,2.106
Belarus,BLR,1987,2.086,1.924,1.921
Belarus,BLR,1988,2.12,1.921,2.023
Belarus,BLR,1989,2.028,1.891,1.781
Belarus,BLR,1990,1.913,1.873,1.715
Belarus,BLR,1991,1.806,1.857,1.695
Belarus,BLR,1992,1.765,1.815,1.706
Belarus,BLR,1993,1.624,1.736,1.687
Belarus,BLR,1994,1.535,1.684,1.662
Belarus,BLR,1995,1.407,1.689,1.556
Belarus,BLR,1996,1.335,1.7,1.422
Belarus,BLR,1997,1.25,1.713,1.378
Belarus,BLR,1998,1.3,1.709,1.505
Belarus,BLR,1999,1.311,,1.583
Belarus,BLR,2000,1.318,,1.572
Belarus,BLR,2001,1.287,,1.521
Belarus,BLR,2002,1.241,,1.501
Belarus,BLR,2003,1.232,,1.465
Belarus,BLR,2004,1.234,,1.5
Belarus,BLR,2005,1.253,,1.458
Belarus,BLR,2006,1.335,,1.549
Belarus,BLR,2007,1.43,,1.675
Belarus,BLR,2008,1.488,,1.739
Belarus,BLR,2009,1.509,,1.788
Belarus,BLR,2010,1.495,,1.684
Belarus,BLR,2011,1.516,,1.621
Belarus,BLR,2012,1.621,,1.753
Belarus,BLR,2013,1.668,,1.86
Belarus,BLR,2014,1.697,,1.912
Belarus,BLR,2015,1.725,,1.915
Belarus,BLR,2016,1.734,,1.917
Belarus,BLR,2017,1.541,,1.666
Belarus,BLR,2018,1.448,,
Belgium,BEL,1947,2.49,,
Belgium,BEL,1948,2.476,,
Belgium,BEL,1949,2.423,,
Belgium,BEL,1950,2.375,,
Belgium,BEL,1951,2.307,,
Belgium,BEL,1952,2.36,,
Belgium,BEL,1953,2.354,,
Belgium,BEL,1954,2.387,,
Belgium,BEL,1955,2.397,,
Belgium,BEL,1956,2.416,,
Belgium,BEL,1957,2.463,,
Belgium,BEL,1958,2.509,,
Belgium,BEL,1959,2.576,,
Belgium,BEL,1960,2.541,,
Belgium,BEL,1961,2.625,,
Belgium,BEL,1962,2.594,2.292,
Belgium,BEL,1963,2.686,2.279,
Belgium,BEL,1964,2.724,2.278,
Belgium,BEL,1965,2.632,2.274,
Belgium,BEL,1966,2.543,2.235,
Belgium,BEL,1967,2.434,2.22,
Belgium,BEL,1968,2.332,2.186,
Belgium,BEL,1969,2.292,2.149,
Belgium,BEL,1970,2.258,2.183,
Belgium,BEL,1971,2.213,2.141,
Belgium,BEL,1972,2.099,2.088,
Belgium,BEL,1973,1.961,2.034,
Belgium,BEL,1974,1.845,1.989,
Belgium,BEL,1975,1.757,1.942,
Belgium,BEL,1976,1.751,1.899,
Belgium,BEL,1977,1.739,1.88,
Belgium,BEL,1978,1.724,1.87,
Belgium,BEL,1979,1.718,1.849,
Belgium,BEL,1980,1.703,1.867,
Belgium,BEL,1981,1.675,1.834,
Belgium,BEL,1982,1.612,1.844,
Belgium,BEL,1983,1.558,1.834,
Belgium,BEL,1984,1.528,1.836,
Belgium,BEL,1985,1.5,1.835,
Belgium,BEL,1986,1.534,1.855,
Belgium,BEL,1987,1.533,1.837,
Belgium,BEL,1988,1.565,1.848,
Belgium,BEL,1989,1.581,1.849,
Belgium,BEL,1990,1.624,1.872,
Belgium,BEL,1991,1.653,1.847,
Belgium,BEL,1992,1.649,1.851,
Belgium,BEL,1993,1.607,1.828,
Belgium,BEL,1994,1.561,1.825,
Belgium,BEL,1995,1.562,1.821,
Belgium,BEL,1996,1.592,1.815,
Belgium,BEL,1997,1.605,1.823,
Belgium,BEL,1998,1.601,1.824,
Belgium,BEL,1999,1.609,1.827,1.757
Belgium,BEL,2000,1.648,1.824,1.767
Belgium,BEL,2001,1.654,1.822,1.82
Belgium,BEL,2002,1.622,1.84,1.866
Belgium,BEL,2003,1.645,,1.848
Belgium,BEL,2004,1.704,,1.914
Belgium,BEL,2005,1.741,,1.929
Belgium,BEL,2006,1.788,,1.933
Belgium,BEL,2007,1.833,,1.951
Belgium,BEL,2008,1.863,,1.995
Belgium,BEL,2009,1.839,,2.054
Belgium,BEL,2010,1.845,,2.047
Belgium,BEL,2011,1.802,,1.976
Belgium,BEL,2012,1.783,,2.02
Belgium,BEL,2013,1.745,,1.982
Belgium,BEL,2014,1.734,,1.943
Belgium,BEL,2015,1.688,,1.877
Belgium,BEL,2016,1.673,,1.894
Belgium,BEL,2017,1.64,,1.841
Belgium,BEL,2018,1.614,,1.822
Belgium,BEL,2019,1.595,,1.725
Belgium,BEL,2020,1.543,,1.732
Belgium,BEL,2021,1.595,,1.811
Belgium,BEL,2022,1.527,,
Bulgaria,BGR,1947,2.829,,
Bulgaria,BGR,1948,2.875,,2.604
Bulgaria,BGR,1949,2.869,,2.763
Bulgaria,BGR,1950,2.927,,2.822
Bulgaria,BGR,1951,2.424,,2.173
Bulgaria,BGR,1952,2.428,,2.348
Bulgaria,BGR,1953,2.411,,2.435
Bulgaria,BGR,1954,2.36,,2.266
Bulgaria,BGR,1955,2.38,,2.246
Bulgaria,BGR,1956,2.345,,2.129
Bulgaria,BGR,1957,2.254,,2.098
Bulgaria,BGR,1958,2.231,,2.11
Bulgaria,BGR,1959,2.235,,2.044
Bulgaria,BGR,1960,2.312,,2.233
Bulgaria,BGR,1961,2.291,,2.283
Bulgaria,BGR,1962,2.241,2.045,2.199
Bulgaria,BGR,1963,2.211,2.049,2.137
Bulgaria,BGR,1964,2.184,2.041,2.117
Bulgaria,BGR,1965,2.086,2.032,2.009
Bulgaria,BGR,1966,2.025,2.036,1.956
Bulgaria,BGR,1967,2.022,2.039,1.988
Bulgaria,BGR,1968,2.269,2.038,2.33
Bulgaria,BGR,1969,2.268,2.052,2.304
Bulgaria,BGR,1970,2.173,2.085,2.099
Bulgaria,BGR,1971,2.102,2.094,2.047
Bulgaria,BGR,1972,2.028,2.091,1.976
Bulgaria,BGR,1973,2.148,2.078,2.104
Bulgaria,BGR,1974,2.289,2.077,2.267
Bulgaria,BGR,1975,2.226,2.072,2.103
Bulgaria,BGR,1976,2.243,2.053,2.062
Bulgaria,BGR,1977,2.206,2.051,2.059
Bulgaria,BGR,1978,2.149,2.065,2.022
Bulgaria,BGR,1979,2.155,2.076,2.028
Bulgaria,BGR,1980,2.054,2.066,2.064
Bulgaria,BGR,1981,2.003,2.043,1.967
Bulgaria,BGR,1982,2.012,2.042,1.942
Bulgaria,BGR,1983,2.006,2.035,2.043
Bulgaria,BGR,1984,2.009,2.039,2.01
Bulgaria,BGR,1985,1.978,2.031,2.039
Bulgaria,BGR,1986,2.019,2.032,2.1
Bulgaria,BGR,1987,1.965,2.036,1.959
Bulgaria,BGR,1988,1.972,2.019,1.988
Bulgaria,BGR,1989,1.889,1.99,1.948
Bulgaria,BGR,1990,1.787,1.95,1.724
Bulgaria,BGR,1991,1.644,1.909,1.616
Bulgaria,BGR,1992,1.544,1.884,1.651
Bulgaria,BGR,1993,1.466,1.868,1.634
Bulgaria,BGR,1994,1.378,1.857,1.643
Bulgaria,BGR,1995,1.249,1.833,1.521
Bulgaria,BGR,1996,1.257,1.809,1.602
Bulgaria,BGR,1997,1.122,1.792,1.417
Bulgaria,BGR,1998,1.152,1.757,1.271
Bulgaria,BGR,1999,1.285,1.705,1.626
Bulgaria,BGR,2000,1.322,1.682,1.812
Bulgaria,BGR,2001,1.236,1.663,1.449
Bulgaria,BGR,2002,1.217,,1.539
Bulgaria,BGR,2003,1.247,,1.583
Bulgaria,BGR,2004,1.309,,1.755
Bulgaria,BGR,2005,1.347,,1.836
Bulgaria,BGR,2006,1.422,,1.767
Bulgaria,BGR,2007,1.47,,1.817
Bulgaria,BGR,2008,1.544,,1.741
Bulgaria,BGR,2009,1.64,,2.097
Bulgaria,BGR,2010,1.558,,1.91
Bulgaria,BGR,2011,1.498,,1.546
Bulgaria,BGR,2012,1.498,,1.53
Bulgaria,BGR,2013,1.48,,1.648
Bulgaria,BGR,2014,1.534,,1.813
Bulgaria,BGR,2015,1.53,,1.734
Bulgaria,BGR,2016,1.543,,1.733
Bulgaria,BGR,2017,1.56,,1.678
Bulgaria,BGR,2018,1.558,,1.659
Bulgaria,BGR,2019,1.584,,1.699
Bulgaria,BGR,2020,1.558,,1.651
Bulgaria,BGR,2021,1.578,,
Canada,CAN,1921,3.528,,
Canada,CAN,1922,3.4,,
Canada,CAN,1923,3.229,,
Canada,CAN,1924,3.217,,
Canada,CAN,1925,3.13,,
Canada,CAN,1926,3.353,,
Canada,CAN,1927,3.316,,
Canada,CAN,1928,3.294,,
Canada,CAN,1929,3.217,,
Canada,CAN,1930,3.281,,
Canada,CAN,1931,3.194,,
Canada,CAN,1932,3.081,,
Canada,CAN,1933,2.863,,
Canada,CAN,1934,2.801,,
Canada,CAN,1935,2.751,,
Canada,CAN,1936,2.692,2.861,
Canada,CAN,1937,2.639,2.834,
Canada,CAN,1938,2.696,2.775,
Canada,CAN,1939,2.648,2.741,
Canada,CAN,1940,2.758,2.735,
Canada,CAN,1941,2.82,2.717,
Canada,CAN,1942,2.954,2.745,
Canada,CAN,1943,3.028,2.808,
Canada,CAN,1944,2.998,2.88,
Canada,CAN,1945,2.999,2.892,2.874
Canada,CAN,1946,3.359,2.887,3.076
Canada,CAN,1947,3.58,2.918,3.123
Canada,CAN,1948,3.421,2.93,2.981
Canada,CAN,1949,3.44,3.032,3.117
Canada,CAN,1950,3.431,3.211,3.167
Canada,CAN,1951,3.478,3.271,3.214
Canada,CAN,1952,3.624,3.249,3.347
Canada,CAN,1953,3.702,3.259,3.442
Canada,CAN,1954,3.815,3.273,3.546
Canada,CAN,1955,3.82,3.26,3.49
Canada,CAN,1956,3.841,3.26,3.488
Canada,CAN,1957,3.93,3.296,3.599
Canada,CAN,1958,3.893,3.314,3.54
Canada,CAN,1959,3.943,3.344,3.61
Canada,CAN,1960,3.909,3.376,3.607
Canada,CAN,1961,3.853,3.356,3.588
Canada,CAN,1962,3.77,3.302,3.647
Canada,CAN,1963,3.68,3.227,3.986
Canada,CAN,1964,3.512,3.155,4.103
Canada,CAN,1965,3.149,3.077,3.652
Canada,CAN,1966,2.815,2.987,3.115
Canada,CAN,1967,2.596,2.908,2.782
Canada,CAN,1968,2.455,2.833,2.652
Canada,CAN,1969,2.404,2.76,2.554
Canada,CAN,1970,2.312,2.664,2.436
Canada,CAN,1971,2.138,2.546,2.362
Canada,CAN,1972,1.965,2.451,2.211
Canada,CAN,1973,1.875,2.343,2.099
Canada,CAN,1974,1.83,2.198,1.935
Canada,CAN,1975,1.832,2.114,1.903
Canada,CAN,1976,1.782,2.133,2.021
Canada,CAN,1977,1.75,2.107,1.999
Canada,CAN,1978,1.697,2.025,1.901
Canada,CAN,1979,1.695,1.968,1.878
Canada,CAN,1980,1.68,1.927,1.873
Canada,CAN,1981,1.652,1.897,1.799
Canada,CAN,1982,1.637,1.882,1.8
Canada,CAN,1983,1.621,1.873,1.863
Canada,CAN,1984,1.625,1.863,1.819
Canada,CAN,1985,1.611,1.852,1.776
Canada,CAN,1986,1.594,1.844,1.765
Canada,CAN,1987,1.576,1.846,1.759
Canada,CAN,1988,1.599,1.846,1.716
Canada,CAN,1989,1.659,1.845,1.749
Canada,CAN,1990,1.715,1.833,1.799
Canada,CAN,1991,1.718,1.81,1.818
Canada,CAN,1992,1.713,1.804,1.887
Canada,CAN,1993,1.685,1.798,1.825
Canada,CAN,1994,1.691,1.779,1.843
Canada,CAN,1995,1.673,1.767,1.941
Canada,CAN,1996,1.634,1.772,1.94
Canada,CAN,1997,1.571,1.782,1.75
Canada,CAN,1998,1.558,1.786,1.746
Canada,CAN,1999,1.546,1.788,1.793
Canada,CAN,2000,1.511,1.784,1.796
Canada,CAN,2001,1.54,1.795,1.859
Canada,CAN,2002,1.518,1.808,1.836
Canada,CAN,2003,1.547,1.811,1.898
Canada,CAN,2004,1.557,,1.781
Canada,CAN,2005,1.58,,1.717
Canada,CAN,2006,1.629,,1.753
Canada,CAN,2007,1.671,,1.772
Canada,CAN,2008,1.703,,1.82
Canada,CAN,2009,1.692,,1.898
Canada,CAN,2010,1.647,,1.893
Canada,CAN,2011,1.628,,1.842
Canada,CAN,2012,1.629,,1.831
Canada,CAN,2013,1.606,,1.786
Canada,CAN,2014,1.611,,1.804
Canada,CAN,2015,1.597,,1.791
Canada,CAN,2016,1.589,,1.776
Canada,CAN,2017,1.542,,1.806
Canada,CAN,2018,1.504,,1.781
Canada,CAN,2019,1.472,,1.664
Canada,CAN,2020,1.407,,1.656
Canada,CAN,2021,1.422,,1.757
Canada,CAN,2022,1.314,,1.525
Canada,CAN,2023,1.258,,
Chile,CHL,1992,2.499,,
Chile,CHL,1993,2.442,,2.492
Chile,CHL,1994,2.394,,2.437
Chile,CHL,1995,2.307,,2.436
Chile,CHL,1996,2.271,,2.396
Chile,CHL,1997,2.21,,2.282
Chile,CHL,1998,2.173,,2.35
Chile,CHL,1999,2.105,,2.36
Chile,CHL,2000,2.085,,2.3
Chile,CHL,2001,2.053,,2.289
Chile,CHL,2002,1.986,,2.334
Chile,CHL,2003,1.94,,2.345
Chile,CHL,2004,1.9,,2.072
Chile,CHL,2005,1.883,,1.948
Chile,CHL,2006,1.875,,2.021
Chile,CHL,2007,1.93,,2.064
Chile,CHL,2008,1.963,,2.148
Chile,CHL,2009,1.988,,2.087
Chile,CHL,2010,1.956,,1.995
Chile,CHL,2011,1.924,,2.135
Chile,CHL,2012,1.875,,2.202
Chile,CHL,2013,1.858,,2.248
Chile,CHL,2014,1.919,,2.491
Chile,CHL,2015,1.859,,2.449
Chile,CHL,2016,1.753,,2.331
Chile,CHL,2017,1.648,,2.321
Chile,CHL,2018,1.662,,2.331
Chile,CHL,2019,1.573,,2.136
Chile,CHL,2020,1.459,,
Croatia,HRV,2001,1.456,,
Croatia,HRV,2002,1.424,,1.674
Croatia,HRV,2003,1.409,,1.708
Croatia,HRV,2004,1.429,,1.692
Croatia,HRV,2005,1.503,,1.794
Croatia,HRV,2006,1.466,,1.769
Croatia,HRV,2007,1.483,,1.73
Croatia,HRV,2008,1.551,,1.872
Croatia,HRV,2009,1.585,,2.04
Croatia,HRV,2010,1.548,,1.912
Croatia,HRV,2011,1.482,,1.724
Croatia,HRV,2012,1.513,,1.798
Croatia,HRV,2013,1.457,,1.735
Croatia,HRV,2014,1.458,,1.661
Croatia,HRV,2015,1.4,,1.644
Croatia,HRV,2016,1.425,,1.739
Croatia,HRV,2017,1.419,,1.606
Croatia,HRV,2018,1.47,,1.633
Croatia,HRV,2019,1.467,,1.639
Croatia,HRV,2020,1.482,,
Czechia,CZE,1950,2.799,,
Czechia,CZE,1951,2.769,,2.484
Czechia,CZE,1952,2.711,,2.555
Czechia,CZE,1953,2.624,,2.438
Czechia,CZE,1954,2.593,,2.403
Czechia,CZE,1955,2.59,,2.352
Czechia,CZE,1956,2.58,,2.274
Czechia,CZE,1957,2.505,,2.239
Czechia,CZE,1958,2.314,,2.097
Czechia,CZE,1959,2.128,,1.994
Czechia,CZE,1960,2.121,,2.118
Czechia,CZE,1961,2.14,,2.078
Czechia,CZE,1962,2.152,,2.1
Czechia,CZE,1963,2.353,,2.462
Czechia,CZE,1964,2.384,,2.419
Czechia,CZE,1965,2.209,2.113,2.087
Czechia,CZE,1966,2.04,2.092,1.899
Czechia,CZE,1967,1.929,2.105,1.89
Czechia,CZE,1968,1.86,2.091,1.86
Czechia,CZE,1969,1.893,2.09,1.897
Czechia,CZE,1970,1.92,2.102,2.077
Czechia,CZE,1971,1.98,2.064,2.072
Czechia,CZE,1972,2.077,2.04,2.032
Czechia,CZE,1973,2.291,2.066,2.25
Czechia,CZE,1974,2.44,2.046,2.31
Czechia,CZE,1975,2.412,2.022,2.266
Czechia,CZE,1976,2.372,2.065,2.243
Czechia,CZE,1977,2.329,2.086,2.199
Czechia,CZE,1978,2.335,2.087,2.207
Czechia,CZE,1979,2.298,2.098,2.138
Czechia,CZE,1980,2.108,2.108,2.054
Czechia,CZE,1981,2.021,2.107,2.006
Czechia,CZE,1982,2.014,2.1,1.973
Czechia,CZE,1983,1.971,2.086,1.978
Czechia,CZE,1984,1.976,2.08,2.034
Czechia,CZE,1985,1.974,2.076,2.098
Czechia,CZE,1986,1.948,2.077,2.076
Czechia,CZE,1987,1.923,2.069,2.012
Czechia,CZE,1988,1.954,2.051,2.052
Czechia,CZE,1989,1.888,2.04,1.952
Czechia,CZE,1990,1.908,2.033,1.926
Czechia,CZE,1991,1.861,2.023,1.926
Czechia,CZE,1992,1.715,2,1.867
Czechia,CZE,1993,1.667,1.977,2.036
Czechia,CZE,1994,1.44,1.967,2.078
Czechia,CZE,1995,1.281,1.955,1.968
Czechia,CZE,1996,1.189,1.931,1.782
Czechia,CZE,1997,1.178,1.913,1.708
Czechia,CZE,1998,1.163,1.9,1.629
Czechia,CZE,1999,1.139,1.905,1.644
Czechia,CZE,2000,1.151,1.881,1.777
Czechia,CZE,2001,1.144,1.874,1.699
Czechia,CZE,2002,1.165,,1.632
Czechia,CZE,2003,1.172,,1.697
Czechia,CZE,2004,1.219,,1.773
Czechia,CZE,2005,1.275,,1.801
Czechia,CZE,2006,1.323,,1.752
Czechia,CZE,2007,1.44,,1.833
Czechia,CZE,2008,1.513,,1.811
Czechia,CZE,2009,1.514,,1.718
Czechia,CZE,2010,1.516,,1.779
Czechia,CZE,2011,1.427,,1.636
Czechia,CZE,2012,1.455,,1.621
Czechia,CZE,2013,1.461,,1.595
Czechia,CZE,2014,1.538,,1.657
Czechia,CZE,2015,1.585,,1.677
Czechia,CZE,2016,1.652,,1.711
Czechia,CZE,2017,1.714,,1.823
Czechia,CZE,2018,1.744,,1.867
Czechia,CZE,2019,1.754,,1.84
Czechia,CZE,2020,1.76,,1.947
Czechia,CZE,2021,1.819,,
Denmark,DNK,1916,3.198,,
Denmark,DNK,1917,3.084,,
Denmark,DNK,1918,3.139,,
Denmark,DNK,1919,2.932,,
Denmark,DNK,1920,3.264,,
Denmark,DNK,1921,3.083,,
Denmark,DNK,1922,2.846,,
Denmark,DNK,1923,2.833,,
Denmark,DNK,1924,2.753,,
Denmark,DNK,1925,2.639,,
Denmark,DNK,1926,2.557,,
Denmark,DNK,1927,2.427,,
Denmark,DNK,1928,2.417,,
Denmark,DNK,1929,2.28,,
Denmark,DNK,1930,2.286,,
Denmark,DNK,1931,2.187,2.215,
Denmark,DNK,1932,2.17,2.181,
Denmark,DNK,1933,2.081,2.158,
Denmark,DNK,1934,2.133,2.154,
Denmark,DNK,1935,2.113,2.163,
Denmark,DNK,1936,2.135,2.174,
Denmark,DNK,1937,2.156,2.181,
Denmark,DNK,1938,2.178,2.185,
Denmark,DNK,1939,2.15,2.189,
Denmark,DNK,1940,2.21,2.227,
Denmark,DNK,1941,2.244,2.253,
Denmark,DNK,1942,2.495,2.28,
Denmark,DNK,1943,2.639,2.307,
Denmark,DNK,1944,2.832,2.325,
Denmark,DNK,1945,2.967,2.328,
Denmark,DNK,1946,3.006,2.324,
Denmark,DNK,1947,2.891,2.338,
Denmark,DNK,1948,2.704,2.32,
Denmark,DNK,1949,2.566,2.328,
Denmark,DNK,1950,2.574,2.356,
Denmark,DNK,1951,2.498,2.344,
Denmark,DNK,1952,2.534,2.336,
Denmark,DNK,1953,2.597,2.333,
Denmark,DNK,1954,2.549,2.333,
Denmark,DNK,1955,2.583,2.34,
Denmark,DNK,1956,2.597,2.348,
Denmark,DNK,1957,2.565,2.354,
Denmark,DNK,1958,2.552,2.341,
Denmark,DNK,1959,2.516,2.336,
Denmark,DNK,1960,2.571,2.362,
Denmark,DNK,1961,2.553,2.372,
Denmark,DNK,1962,2.551,2.377,
Denmark,DNK,1963,2.641,2.388,
Denmark,DNK,1964,2.6,2.392,
Denmark,DNK,1965,2.608,2.378,
Denmark,DNK,1966,2.615,2.349,
Denmark,DNK,1967,2.35,2.325,
Denmark,DNK,1968,2.117,2.298,
Denmark,DNK,1969,1.998,2.265,2.2
Denmark,DNK,1970,1.949,2.243,2.223
Denmark,DNK,1971,2.043,2.209,2.107
Denmark,DNK,1972,2.029,2.167,2.129
Denmark,DNK,1973,1.917,2.136,2.058
Denmark,DNK,1974,1.896,2.102,1.878
Denmark,DNK,1975,1.919,2.06,1.999
Denmark,DNK,1976,1.748,2.03,1.887
Denmark,DNK,1977,1.661,2.002,1.818
Denmark,DNK,1978,1.669,1.974,1.966
Denmark,DNK,1979,1.602,1.934,1.84
Denmark,DNK,1980,1.547,1.904,1.758
Denmark,DNK,1981,1.437,1.895,1.701
Denmark,DNK,1982,1.427,1.859,1.78
Denmark,DNK,1983,1.377,1.853,1.735
Denmark,DNK,1984,1.4,1.851,1.747
Denmark,DNK,1985,1.447,1.838,1.74
Denmark,DNK,1986,1.48,1.848,1.748
Denmark,DNK,1987,1.495,1.861,1.781
Denmark,DNK,1988,1.559,1.864,1.81
Denmark,DNK,1989,1.619,1.877,1.801
Denmark,DNK,1990,1.667,1.9,1.925
Denmark,DNK,1991,1.681,1.908,1.946
Denmark,DNK,1992,1.761,1.916,1.989
Denmark,DNK,1993,1.747,1.923,2.034
Denmark,DNK,1994,1.805,1.933,2.061
Denmark,DNK,1995,1.805,1.935,2.004
Denmark,DNK,1996,1.748,1.931,1.944
Denmark,DNK,1997,1.75,1.943,1.974
Denmark,DNK,1998,1.719,1.969,1.926
Denmark,DNK,1999,1.733,1.982,1.924
Denmark,DNK,2000,1.769,1.971,1.905
Denmark,DNK,2001,1.74,1.952,1.963
Denmark,DNK,2002,1.72,1.958,2.071
Denmark,DNK,2003,1.755,1.962,1.999
Denmark,DNK,2004,1.781,1.958,1.949
Denmark,DNK,2005,1.798,,1.959
Denmark,DNK,2006,1.846,,2.067
Denmark,DNK,2007,1.843,,1.98
Denmark,DNK,2008,1.888,,2
Denmark,DNK,2009,1.84,,2.042
Denmark,DNK,2010,1.871,,2.085
Denmark,DNK,2011,1.753,,1.892
Denmark,DNK,2012,1.73,,1.866
Denmark,DNK,2013,1.669,,1.848
Denmark,DNK,2014,1.692,,1.808
Denmark,DNK,2015,1.714,,1.803
Denmark,DNK,2016,1.786,,1.913
Denmark,DNK,2017,1.753,,1.984
Denmark,DNK,2018,1.731,,1.995
Denmark,DNK,2019,1.7,,1.925
Denmark,DNK,2020,1.676,,1.918
Denmark,DNK,2021,1.725,,1.922
Denmark,DNK,2022,1.554,,1.705
Denmark,DNK,2023,1.497,,1.732
Denmark,DNK,2024,1.466,,
East Germany,OWID_GDR,1956,2.293,,
East Germany,OWID_GDR,1957,2.242,,2.049
East Germany,OWID_GDR,1958,2.221,,1.989
East Germany,OWID_GDR,1959,2.358,,2.106
East Germany,OWID_GDR,1960,2.349,,2.15
East Germany,OWID_GDR,1961,2.424,,2.232
East Germany,OWID_GDR,1962,2.422,,2.319
East Germany,OWID_GDR,1963,2.477,,2.42
East Germany,OWID_GDR,1964,2.482,,2.38
East Germany,OWID_GDR,1965,2.485,,2.362
East Germany,OWID_GDR,1966,2.423,,2.342
East Germany,OWID_GDR,1967,2.334,,2.28
East Germany,OWID_GDR,1968,2.292,,2.279
East Germany,OWID_GDR,1969,2.232,,2.316
East Germany,OWID_GDR,1970,2.188,,2.273
East Germany,OWID_GDR,1971,2.129,1.952,2.271
East Germany,OWID_GDR,1972,1.784,1.901,1.887
East Germany,OWID_GDR,1973,1.573,1.891,1.616
East Germany,OWID_GDR,1974,1.537,1.873,1.57
East Germany,OWID_GDR,1975,1.54,1.861,1.559
East Germany,OWID_GDR,1976,1.636,1.866,1.669
East Germany,OWID_GDR,1977,1.85,1.836,1.83
East Germany,OWID_GDR,1978,1.898,1.828,1.811
East Germany,OWID_GDR,1979,1.895,1.804,1.773
East Germany,OWID_GDR,1980,1.942,1.791,1.841
East Germany,OWID_GDR,1981,1.858,1.795,1.854
East Germany,OWID_GDR,1982,1.859,1.803,1.88
