Entity,Code,Year,Urban,Rural
Czechia,CZE,2017,98.01919,98.5167
Czechia,CZE,2018,98.01919,98.5167
Czechia,CZE,2019,98.01919,98.5167
Czechia,CZE,2020,98.01919,98.5167
Czechia,CZE,2021,98.01919,98.5167
Czechia,CZE,2022,98.01919,98.5167
Czechia,CZE,2023,98.01919,98.5167
Czechia,CZE,2024,98.01919,98.5167
Democratic Republic of Congo,COD,2000,33.56055,0.65483344
Democratic Republic of Congo,COD,2001,33.142643,0.64967406
Democratic Republic of Congo,COD,2002,32.717934,0.64426744
Democratic Republic of Congo,COD,2003,32.286415,0.63861346
Democratic Republic of Congo,COD,2004,31.84809,0.63271224
Democratic Republic of Congo,COD,2005,31.402958,0.6265637
Democratic Republic of Congo,COD,2006,30.951021,0.6201679
Democratic Republic of Congo,COD,2007,30.492275,0.6135248
Democratic Republic of Congo,COD,2008,30.026724,0.6066344
Democratic Republic of Congo,COD,2009,29.554367,0.59949666
Democratic Republic of Congo,COD,2010,29.075201,0.5921117
Democratic Republic of Congo,COD,2011,28.589231,0.58447945
Democratic Republic of Congo,COD,2012,28.096453,0.57659984
Democratic Republic of Congo,COD,2013,27.596869,0.568473
Democratic Republic of Congo,COD,2014,27.090477,0.5600988
Democratic Republic of Congo,COD,2015,26.57728,0.5514774
Democratic Republic of Congo,COD,2016,26.057276,0.5426087
Democratic Republic of Congo,COD,2017,25.530466,0.5334926
Democratic Republic of Congo,COD,2018,24.996847,0.52412933
Democratic Republic of Congo,COD,2019,24.456423,0.5145187
Democratic Republic of Congo,COD,2020,23.909193,0.5046608
Democratic Republic of Congo,COD,2021,24.030323,0.50901383
Democratic Republic of Congo,COD,2022,24.151451,0.5133669
Democratic Republic of Congo,COD,2023,24.151451,0.5133669
Democratic Republic of Congo,COD,2024,24.151451,0.5133669
Dominican Republic,DOM,2000,47.06591,33.96496
Dominican Republic,DOM,2001,47.06094,34.057148
Dominican Republic,DOM,2002,47.055965,34.149338
Dominican Republic,DOM,2003,47.050995,34.241528
Dominican Republic,DOM,2004,47.046024,34.333717
Dominican Republic,DOM,2005,47.04105,34.425907
Dominican Republic,DOM,2006,47.03608,34.518097
Dominican Republic,DOM,2007,47.031105,34.610287
Dominican Republic,DOM,2008,47.026134,34.702477
Dominican Republic,DOM,2009,47.021164,34.794666
Dominican Republic,DOM,2010,47.01619,34.886856
Dominican Republic,DOM,2011,47.01122,34.979046
Dominican Republic,DOM,2012,47.006245,35.071236
Dominican Republic,DOM,2013,47.001274,35.163425
Dominican Republic,DOM,2014,46.996304,35.255615
Dominican Republic,DOM,2015,46.99133,35.347805
Dominican Republic,DOM,2016,46.98636,35.439995
Dominican Republic,DOM,2017,46.981384,35.532185
Dominican Republic,DOM,2018,46.976414,35.624374
Dominican Republic,DOM,2019,46.971443,35.716564
Dominican Republic,DOM,2020,46.96647,35.808754
Dominican Republic,DOM,2021,46.9615,35.900944
Dominican Republic,DOM,2022,46.956524,35.993134
Dominican Republic,DOM,2023,46.951553,36.085323
Dominican Republic,DOM,2024,46.946583,36.177513
Eastern Mediterranean (WHO),WHO_EMR,2000,73.92655,46.7751
Eastern Mediterranean (WHO),WHO_EMR,2001,73.89081,46.96086
Eastern Mediterranean (WHO),WHO_EMR,2002,73.805565,47.077328
Eastern Mediterranean (WHO),WHO_EMR,2003,73.72975,47.23573
Eastern Mediterranean (WHO),WHO_EMR,2004,73.71786,47.483284
Eastern Mediterranean (WHO),WHO_EMR,2005,73.74785,47.828773
Eastern Mediterranean (WHO),WHO_EMR,2006,73.834915,48.16564
Eastern Mediterranean (WHO),WHO_EMR,2007,73.97734,48.489174
Eastern Mediterranean (WHO),WHO_EMR,2008,73.97657,48.845455
Eastern Mediterranean (WHO),WHO_EMR,2009,73.93291,49.173702
Eastern Mediterranean (WHO),WHO_EMR,2010,73.90823,49.52494
Eastern Mediterranean (WHO),WHO_EMR,2011,73.88886,49.881496
Eastern Mediterranean (WHO),WHO_EMR,2012,73.8791,50.227814
Eastern Mediterranean (WHO),WHO_EMR,2013,73.88498,50.58851
Eastern Mediterranean (WHO),WHO_EMR,2014,73.89224,50.97172
Eastern Mediterranean (WHO),WHO_EMR,2015,73.93032,51.368534
Eastern Mediterranean (WHO),WHO_EMR,2016,73.97873,51.78195
Eastern Mediterranean (WHO),WHO_EMR,2017,73.9054,52.163525
Eastern Mediterranean (WHO),WHO_EMR,2018,73.807014,52.53251
Eastern Mediterranean (WHO),WHO_EMR,2019,73.68347,52.879322
Eastern Mediterranean (WHO),WHO_EMR,2020,73.50161,53.19725
Eastern Mediterranean (WHO),WHO_EMR,2021,73.32121,53.499935
Eastern Mediterranean (WHO),WHO_EMR,2022,73.226974,53.83633
Eastern Mediterranean (WHO),WHO_EMR,2023,73.11876,54.092834
Eastern Mediterranean (WHO),WHO_EMR,2024,72.95311,54.323338
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2000,80.90496,
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2001,80.94555,
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2002,80.95523,
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2003,80.96904,
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2004,80.982185,
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2005,80.9924,
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2006,80.992424,
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2007,80.9861,
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2008,80.98004,
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2009,80.97372,
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2010,80.96581,
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2011,81.291435,
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2012,81.61448,
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2013,81.93902,
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2014,82.2641,
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2015,82.58821,42.696247
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2016,82.91897,43.156803
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2017,83.25201,43.617825
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2018,83.57672,44.0763
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2019,83.88967,44.529354
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2020,84.193375,44.971443
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2021,84.490715,45.417347
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2022,84.77202,45.819145
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2023,85.02194,46.17548
Eastern and South-Eastern Asia (UN SDG),UNSDG_ESEA,2024,85.07671,58.33751
Ecuador,ECU,2000,70.063156,48.64424
Ecuador,ECU,2001,70.31389,49.105453
Ecuador,ECU,2002,70.56462,49.566666
Ecuador,ECU,2003,70.81535,50.027878
Ecuador,ECU,2004,71.066086,50.48909
Ecuador,ECU,2005,71.31682,50.950302
Ecuador,ECU,2006,71.56755,51.411514
Ecuador,ECU,2007,71.81828,51.872726
Ecuador,ECU,2008,72.069016,52.33394
Ecuador,ECU,2009,72.31975,52.79515
Ecuador,ECU,2010,72.57048,53.256363
Ecuador,ECU,2011,72.82122,53.717575
Ecuador,ECU,2012,73.07195,54.178787
Ecuador,ECU,2013,73.322685,54.64
Ecuador,ECU,2014,73.57342,55.10121
Ecuador,ECU,2015,74.522415,54.35187
Ecuador,ECU,2016,75.476166,53.582436
Ecuador,ECU,2017,76.434654,52.792904
Ecuador,ECU,2018,77.39789,51.983273
Ecuador,ECU,2019,78.36586,51.153545
Ecuador,ECU,2020,79.33858,50.30372
Ecuador,ECU,2021,80.21961,49.433796
Ecuador,ECU,2022,80.93125,48.543777
Ecuador,ECU,2023,81.6429,47.633663
Ecuador,ECU,2024,82.354546,46.70345
El Salvador,SLV,2000,90.25748,
El Salvador,SLV,2001,90.25748,
El Salvador,SLV,2002,90.12283,
El Salvador,SLV,2003,89.49932,
El Salvador,SLV,2004,88.87326,
El Salvador,SLV,2005,88.24465,
El Salvador,SLV,2006,87.6135,
El Salvador,SLV,2007,86.979805,
El Salvador,SLV,2008,86.34356,
El Salvador,SLV,2009,85.70477,
El Salvador,SLV,2010,85.06343,
El Salvador,SLV,2011,84.41955,
El Salvador,SLV,2012,83.773125,
El Salvador,SLV,2013,83.124146,
El Salvador,SLV,2014,82.472626,
El Salvador,SLV,2015,81.81856,
El Salvador,SLV,2016,81.16195,
El Salvador,SLV,2017,80.50279,
El Salvador,SLV,2018,79.84109,
El Salvador,SLV,2019,79.176834,
El Salvador,SLV,2020,78.51003,
El Salvador,SLV,2021,77.77012,
El Salvador,SLV,2022,76.983376,
El Salvador,SLV,2023,76.19644,
El Salvador,SLV,2024,75.70653,
Eswatini,SWZ,2000,69.93378,14.929999
Eswatini,SWZ,2001,70.95165,15.362971
Eswatini,SWZ,2002,71.97572,15.795943
Eswatini,SWZ,2003,73.006004,16.228914
Eswatini,SWZ,2004,74.04249,16.661886
Eswatini,SWZ,2005,75.085175,17.094858
Eswatini,SWZ,2006,76.13406,17.52783
Eswatini,SWZ,2007,77.189156,17.960802
Eswatini,SWZ,2008,78.25046,18.393774
Eswatini,SWZ,2009,79.025375,18.826746
Eswatini,SWZ,2010,79.35813,19.259718
Eswatini,SWZ,2011,79.69089,19.692688
Eswatini,SWZ,2012,79.50042,20.12566
Eswatini,SWZ,2013,79.305595,20.558632
Eswatini,SWZ,2014,79.10642,20.991604
Eswatini,SWZ,2015,78.9029,21.424576
Eswatini,SWZ,2016,78.69502,21.857548
Eswatini,SWZ,2017,78.482796,22.29052
Eswatini,SWZ,2018,78.26622,22.723492
Eswatini,SWZ,2019,78.04529,23.156464
Eswatini,SWZ,2020,77.82001,23.589434
Eswatini,SWZ,2021,77.59038,24.022406
Eswatini,SWZ,2022,77.35639,24.455378
Eswatini,SWZ,2023,77.11806,24.88835
Eswatini,SWZ,2024,76.87537,25.321321
Ethiopia,ETH,2000,35.790424,0.094988264
Ethiopia,ETH,2001,35.89894,0.16816632
Ethiopia,ETH,2002,36.007458,0.25857857
Ethiopia,ETH,2003,36.115974,0.36622494
Ethiopia,ETH,2004,36.22449,0.49110553
Ethiopia,ETH,2005,36.333008,0.63322026
Ethiopia,ETH,2006,36.441525,0.79256916
Ethiopia,ETH,2007,36.55004,0.9691523
Ethiopia,ETH,2008,36.658558,1.1629696
Ethiopia,ETH,2009,36.767075,1.3740209
Ethiopia,ETH,2010,36.875587,1.6023066
Ethiopia,ETH,2011,36.984104,1.8478264
Ethiopia,ETH,2012,37.09262,2.1105802
Ethiopia,ETH,2013,37.201138,2.3905685
Ethiopia,ETH,2014,37.309654,2.6877906
Ethiopia,ETH,2015,37.41817,3.002247
Ethiopia,ETH,2016,37.526688,3.333938
Ethiopia,ETH,2017,37.635204,3.6828625
Ethiopia,ETH,2018,37.74372,4.0490217
Ethiopia,ETH,2019,37.852238,4.4324145
Ethiopia,ETH,2020,37.960754,4.833042
Ethiopia,ETH,2021,38.06927,5.2509036
Ethiopia,ETH,2022,38.177788,5.4491925
Ethiopia,ETH,2023,38.286304,5.647482
Ethiopia,ETH,2024,38.394817,5.845771
Europe (WHO),WHO_EUR,2000,93.95669,70.217384
Europe (WHO),WHO_EUR,2001,93.99873,70.40341
Europe (WHO),WHO_EUR,2002,94.057556,70.689644
Europe (WHO),WHO_EUR,2003,94.11769,70.986275
Europe (WHO),WHO_EUR,2004,94.15891,71.9395
Europe (WHO),WHO_EUR,2005,94.57148,74.41214
Europe (WHO),WHO_EUR,2006,94.595955,75.34436
Europe (WHO),WHO_EUR,2007,94.61752,76.30291
Europe (WHO),WHO_EUR,2008,94.6265,77.26641
Europe (WHO),WHO_EUR,2009,94.626816,78.21773
Europe (WHO),WHO_EUR,2010,94.61758,79.1155
Europe (WHO),WHO_EUR,2011,94.60952,80.00642
Europe (WHO),WHO_EUR,2012,94.59314,80.88854
Europe (WHO),WHO_EUR,2013,94.60114,81.74457
Europe (WHO),WHO_EUR,2014,94.62919,82.14511
Europe (WHO),WHO_EUR,2015,94.66133,82.52598
Europe (WHO),WHO_EUR,2016,94.764755,82.91455
Europe (WHO),WHO_EUR,2017,94.87209,83.31357
Europe (WHO),WHO_EUR,2018,94.98419,83.63342
Europe (WHO),WHO_EUR,2019,95.1011,83.947395
Europe (WHO),WHO_EUR,2020,95.193436,84.17245
Europe (WHO),WHO_EUR,2021,95.22767,84.37187
Europe (WHO),WHO_EUR,2022,95.273735,84.52297
Europe (WHO),WHO_EUR,2023,95.31408,84.619194
Europe (WHO),WHO_EUR,2024,95.33012,84.764626
Europe and Northern America (UN SDG),UNSDG_ENA,2000,96.13331,80.23467
Europe and Northern America (UN SDG),UNSDG_ENA,2001,96.17028,80.34542
Europe and Northern America (UN SDG),UNSDG_ENA,2002,96.213745,80.46474
Europe and Northern America (UN SDG),UNSDG_ENA,2003,96.218025,80.588905
Europe and Northern America (UN SDG),UNSDG_ENA,2004,96.25587,81.35197
Europe and Northern America (UN SDG),UNSDG_ENA,2005,96.3036,82.067665
Europe and Northern America (UN SDG),UNSDG_ENA,2006,96.321144,82.00791
Europe and Northern America (UN SDG),UNSDG_ENA,2007,96.35977,81.951645
Europe and Northern America (UN SDG),UNSDG_ENA,2008,96.400986,81.898285
Europe and Northern America (UN SDG),UNSDG_ENA,2009,96.44593,82.04673
Europe and Northern America (UN SDG),UNSDG_ENA,2010,96.51508,82.184494
Europe and Northern America (UN SDG),UNSDG_ENA,2011,96.582886,82.326294
Europe and Northern America (UN SDG),UNSDG_ENA,2012,96.648224,82.46938
Europe and Northern America (UN SDG),UNSDG_ENA,2013,96.710945,82.66329
Europe and Northern America (UN SDG),UNSDG_ENA,2014,96.74969,82.81213
Europe and Northern America (UN SDG),UNSDG_ENA,2015,96.777435,82.96885
Europe and Northern America (UN SDG),UNSDG_ENA,2016,96.802986,83.11235
Europe and Northern America (UN SDG),UNSDG_ENA,2017,96.82662,83.25408
Europe and Northern America (UN SDG),UNSDG_ENA,2018,96.85132,83.3957
Europe and Northern America (UN SDG),UNSDG_ENA,2019,96.87662,83.54556
Europe and Northern America (UN SDG),UNSDG_ENA,2020,96.89705,83.70332
Europe and Northern America (UN SDG),UNSDG_ENA,2021,96.91861,83.86874
Europe and Northern America (UN SDG),UNSDG_ENA,2022,96.952995,84.05771
Europe and Northern America (UN SDG),UNSDG_ENA,2023,96.98448,84.16661
Europe and Northern America (UN SDG),UNSDG_ENA,2024,96.987175,84.22123
Fiji,FJI,2000,52.374935,27.146715
Fiji,FJI,2001,52.374935,27.146715
Fiji,FJI,2002,52.374935,27.146715
Fiji,FJI,2003,52.382225,27.139751
Fiji,FJI,2004,52.389515,27.13279
Fiji,FJI,2005,52.396805,27.125828
Fiji,FJI,2006,52.404095,27.118864
Fiji,FJI,2007,52.411385,27.111902
Fiji,FJI,2008,52.41867,27.104939
Fiji,FJI,2009,52.42596,27.097977
Fiji,FJI,2010,52.43325,27.091015
Fiji,FJI,2011,52.44054,27.084051
Fiji,FJI,2012,52.44783,27.07709
Fiji,FJI,2013,52.45512,27.070127
Fiji,FJI,2014,52.46241,27.063164
Fiji,FJI,2015,52.4697,27.056202
Fiji,FJI,2016,52.47699,27.049238
Fiji,FJI,2017,52.48428,27.042276
Fiji,FJI,2018,52.49157,27.035315
Fiji,FJI,2019,52.49886,27.02835
Fiji,FJI,2020,52.50615,27.021389
Fiji,FJI,2021,52.51344,27.014425
Fiji,FJI,2022,52.520725,27.007463
Fiji,FJI,2023,52.528015,27.000502
Fiji,FJI,2024,52.528015,27.000502
France,FRA,2000,97.02382,98.4
France,FRA,2001,97.02382,98.4
France,FRA,2002,97.02382,98.4
France,FRA,2003,97.02382,98.4
France,FRA,2004,97.185394,98.4
France,FRA,2005,97.34696,98.4
France,FRA,2006,97.50853,98.4
France,FRA,2007,97.670105,98.4
France,FRA,2008,97.83167,98.4
France,FRA,2009,97.99325,98.4
France,FRA,2010,98.154816,98.4
France,FRA,2011,98.31639,98.4
France,FRA,2012,98.47796,98.4
France,FRA,2013,98.63953,98.4
France,FRA,2014,98.8011,98.4
France,FRA,2015,98.96267,98.4
France,FRA,2016,99.124245,98.4
France,FRA,2017,99.28581,98.4
France,FRA,2018,99.44738,98.4
France,FRA,2019,99.608955,98.4
France,FRA,2020,99.77052,98.4
France,FRA,2021,99.9321,98.4
France,FRA,2022,100,98.4
France,FRA,2023,100,98.4
France,FRA,2024,100,98.4
Gambia,GMB,2000,44.75865,3.5900717
Gambia,GMB,2001,45.83197,3.8530483
Gambia,GMB,2002,46.909073,4.119971
Gambia,GMB,2003,47.98996,4.3908396
Gambia,GMB,2004,49.07463,4.6656537
Gambia,GMB,2005,50.163086,4.944414
Gambia,GMB,2006,51.25533,5.2271204
Gambia,GMB,2007,52.351357,5.513773
Gambia,GMB,2008,53.451168,5.804371
Gambia,GMB,2009,54.554764,6.098915
Gambia,GMB,2010,55.662148,6.397405
Gambia,GMB,2011,56.77331,6.699841
Gambia,GMB,2012,57.888264,7.006223
Gambia,GMB,2013,59.007,7.316551
Gambia,GMB,2014,60.129524,7.630825
Gambia,GMB,2015,61.25583,7.9490447
Gambia,GMB,2016,62.38592,8.271211
Gambia,GMB,2017,63.519794,8.5973215
Gambia,GMB,2018,64.657455,8.92738
Gambia,GMB,2019,65.798904,9.261383
Gambia,GMB,2020,66.94414,9.599332
Gambia,GMB,2021,68.05423,9.941228
Gambia,GMB,2022,68.179855,10.287069
Gambia,GMB,2023,68.30547,10.3612385
Gambia,GMB,2024,68.4311,10.435408
Georgia,GEO,2000,78.110214,38.683952
Georgia,GEO,2001,78.143906,38.77826
Georgia,GEO,2002,78.177605,38.87257
Georgia,GEO,2003,78.2113,38.966877
Georgia,GEO,2004,78.244995,39.061188
Georgia,GEO,2005,78.278694,39.155495
Georgia,GEO,2006,78.31239,39.249805
Georgia,GEO,2007,78.34609,39.344112
Georgia,GEO,2008,78.37978,39.438423
Georgia,GEO,2009,78.41348,39.53273
Georgia,GEO,2010,78.44718,39.627037
Georgia,GEO,2011,78.48087,39.721348
Georgia,GEO,2012,78.51457,39.815655
Georgia,GEO,2013,79.99872,39.909966
Georgia,GEO,2014,81.484116,40.004272
Georgia,GEO,2015,82.97075,40.098583
Georgia,GEO,2016,84.45863,40.19289
Georgia,GEO,2017,85.94776,40.2872
Georgia,GEO,2018,87.43813,40.381508
Georgia,GEO,2019,88.92975,40.47582
Georgia,GEO,2020,89.15696,40.570126
Georgia,GEO,2021,89.19509,40.664436
Georgia,GEO,2022,89.23323,40.758743
Georgia,GEO,2023,89.27136,40.853054
Georgia,GEO,2024,89.309494,40.94736
Germany,DEU,2000,99.84328,99.84177
Germany,DEU,2001,99.84328,99.84177
Germany,DEU,2002,99.84328,99.84177
Germany,DEU,2003,99.84328,99.84177
Germany,DEU,2004,99.851776,99.84177
Germany,DEU,2005,99.860275,99.84177
Germany,DEU,2006,99.86877,99.84177
Germany,DEU,2007,99.877266,99.84177
Germany,DEU,2008,99.885765,99.84177
Germany,DEU,2009,99.894264,99.82618
Germany,DEU,2010,99.90276,99.810585
Germany,DEU,2011,99.91126,99.795
Germany,DEU,2012,99.919754,99.77941
Germany,DEU,2013,99.92825,99.763824
Germany,DEU,2014,99.93675,99.74824
Germany,DEU,2015,99.94525,99.73265
Germany,DEU,2016,99.95375,99.71706
Germany,DEU,2017,99.96224,99.70147
Germany,DEU,2018,99.97074,99.68588
Germany,DEU,2019,99.97924,99.670296
Germany,DEU,2020,99.98774,99.65471
Germany,DEU,2021,99.99624,99.639114
Germany,DEU,2022,99.99624,99.639114
Germany,DEU,2023,99.99624,99.639114
Germany,DEU,2024,99.99624,99.639114
Ghana,GHA,2000,32.17425,0.40624768
Ghana,GHA,2001,32.30336,0.4121477
Ghana,GHA,2002,33.431435,0.9692625
Ghana,GHA,2003,34.567467,1.5419362
Ghana,GHA,2004,35.71145,2.1301687
Ghana,GHA,2005,36.863384,2.7339602
Ghana,GHA,2006,38.023273,3.3533103
Ghana,GHA,2007,39.191116,3.9882195
Ghana,GHA,2008,40.366913,4.638687
Ghana,GHA,2009,41.550663,5.304714
Ghana,GHA,2010,42.742367,5.9863
Ghana,GHA,2011,43.942024,6.6834445
Ghana,GHA,2012,45.149635,7.3961477
Ghana,GHA,2013,46.3652,8.12441
Ghana,GHA,2014,47.58872,8.868231
Ghana,GHA,2015,48.82019,9.627611
Ghana,GHA,2016,50.059616,10.40255
Ghana,GHA,2017,51.306995,11.193048
Ghana,GHA,2018,52.56233,11.9991045
Ghana,GHA,2019,53.82561,12.82072
Ghana,GHA,2020,55.09685,13.657894
Ghana,GHA,2021,56.376045,14.510627
Ghana,GHA,2022,57.663193,15.378919
Ghana,GHA,2023,58.93507,16.26277
Ghana,GHA,2024,60.23233,17.16218
Gibraltar,GIB,2000,100,
Gibraltar,GIB,2001,100,
Gibraltar,GIB,2002,100,
Gibraltar,GIB,2003,100,
Gibraltar,GIB,2004,100,
Gibraltar,GIB,2005,100,
Gibraltar,GIB,2006,100,
Gibraltar,GIB,2007,100,
Gibraltar,GIB,2008,100,
Gibraltar,GIB,2009,100,
Gibraltar,GIB,2010,100,
Gibraltar,GIB,2011,100,
Gibraltar,GIB,2012,100,
Gibraltar,GIB,2013,100,
Gibraltar,GIB,2014,100,
Gibraltar,GIB,2015,100,
Gibraltar,GIB,2016,100,
Gibraltar,GIB,2017,100,
Gibraltar,GIB,2018,100,
Gibraltar,GIB,2019,100,
Gibraltar,GIB,2020,100,
Gibraltar,GIB,2021,100,
Gibraltar,GIB,2022,100,
Gibraltar,GIB,2023,100,
Gibraltar,GIB,2024,100,
Guatemala,GTM,2000,61.551525,40.136097
Guatemala,GTM,2001,61.147884,40.35591
Guatemala,GTM,2002,60.743702,40.57572
Guatemala,GTM,2003,60.33899,40.795536
Guatemala,GTM,2004,59.93374,41.015347
Guatemala,GTM,2005,59.52795,41.23516
Guatemala,GTM,2006,59.121628,41.45497
Guatemala,GTM,2007,58.714767,41.674786
Guatemala,GTM,2008,58.307373,41.894596
Guatemala,GTM,2009,57.899445,42.114407
Guatemala,GTM,2010,57.49098,42.33422
Guatemala,GTM,2011,57.081974,42.55403
Guatemala,GTM,2012,56.672436,42.773846
Guatemala,GTM,2013,56.262363,42.993656
Guatemala,GTM,2014,55.851753,43.21347
Guatemala,GTM,2015,55.440605,43.43328
Guatemala,GTM,2016,55.028923,43.653095
Guatemala,GTM,2017,54.616707,43.872906
Guatemala,GTM,2018,54.203953,44.09272
Guatemala,GTM,2019,53.790665,44.31253
Guatemala,GTM,2020,53.37684,44.532345
Guatemala,GTM,2021,52.96248,44.752155
Guatemala,GTM,2022,52.54758,44.97197
Guatemala,GTM,2023,52.13215,45.19178
Guatemala,GTM,2024,51.71618,45.411594
Guinea-Bissau,GNB,2000,41.209423,4.324725
Guinea-Bissau,GNB,2001,41.0396,4.671238
Guinea-Bissau,GNB,2002,40.86235,5.0278516
Guinea-Bissau,GNB,2003,40.677677,5.394567
Guinea-Bissau,GNB,2004,40.48558,5.7713842
Guinea-Bissau,GNB,2005,40.28606,6.158303
Guinea-Bissau,GNB,2006,40.079113,6.555323
Guinea-Bissau,GNB,2007,39.864742,6.962445
Guinea-Bissau,GNB,2008,39.642944,7.3796678
Guinea-Bissau,GNB,2009,39.413727,7.806993
Guinea-Bissau,GNB,2010,39.177082,8.244419
Guinea-Bissau,GNB,2011,38.933014,8.691947
Guinea-Bissau,GNB,2012,38.68152,9.149577
Guinea-Bissau,GNB,2013,38.4226,9.617308
Guinea-Bissau,GNB,2014,38.156258,10.09514
Guinea-Bissau,GNB,2015,37.88249,10.583075
Guinea-Bissau,GNB,2016,37.601295,11.08111
Guinea-Bissau,GNB,2017,37.31268,11.589248
Guinea-Bissau,GNB,2018,37.01664,12.107487
Guinea-Bissau,GNB,2019,36.713173,12.635827
Guinea-Bissau,GNB,2020,36.402283,13.174269
Guinea-Bissau,GNB,2021,36.08397,13.722813
Guinea-Bissau,GNB,2022,36.08397,13.722813
Guinea-Bissau,GNB,2023,36.08397,13.722813
Guinea-Bissau,GNB,2024,36.08397,13.722813
Guyana,GUY,2000,75.01789,57.7951
Guyana,GUY,2001,75.06436,58.069984
Guyana,GUY,2002,75.110825,58.344868
Guyana,GUY,2003,75.157295,58.61975
Guyana,GUY,2004,75.20376,58.894634
Guyana,GUY,2005,75.25023,59.169518
Guyana,GUY,2006,75.29669,59.4444
Guyana,GUY,2007,75.34316,59.719284
Guyana,GUY,2008,75.389626,59.994167
Guyana,GUY,2009,75.4361,60.26905
Guyana,GUY,2010,75.48257,60.543934
Guyana,GUY,2011,75.52903,60.818817
Guyana,GUY,2012,75.5755,61.0937
Guyana,GUY,2013,75.62196,61.368584
Guyana,GUY,2014,75.668434,61.643467
Guyana,GUY,2015,75.7149,61.91835
Guyana,GUY,2016,75.76137,62.193233
Guyana,GUY,2017,75.80783,62.468117
Guyana,GUY,2018,75.8543,62.743
Guyana,GUY,2019,75.900764,63.017883
Guyana,GUY,2020,75.947235,63.292767
Guyana,GUY,2021,75.993706,63.567646
Guyana,GUY,2022,76.04017,63.84253
Guyana,GUY,2023,76.04017,63.84253
Guyana,GUY,2024,76.04017,63.84253
High-income countries,OWID_HIC,2000,96.2112,
High-income countries,OWID_HIC,2001,96.193275,
High-income countries,OWID_HIC,2002,96.16987,
High-income countries,OWID_HIC,2003,96.148315,
High-income countries,OWID_HIC,2004,96.1378,
High-income countries,OWID_HIC,2005,96.18712,
High-income countries,OWID_HIC,2006,96.17374,
High-income countries,OWID_HIC,2007,96.1589,
High-income countries,OWID_HIC,2008,96.14182,
High-income countries,OWID_HIC,2009,96.127045,
High-income countries,OWID_HIC,2010,95.74149,
High-income countries,OWID_HIC,2011,95.78727,
High-income countries,OWID_HIC,2012,95.8591,
High-income countries,OWID_HIC,2013,95.921814,
High-income countries,OWID_HIC,2014,95.982834,
High-income countries,OWID_HIC,2015,96.02393,
High-income countries,OWID_HIC,2016,96.075386,
High-income countries,OWID_HIC,2017,96.140076,
High-income countries,OWID_HIC,2018,96.21276,
High-income countries,OWID_HIC,2019,96.28034,
High-income countries,OWID_HIC,2020,96.339096,
High-income countries,OWID_HIC,2021,96.38282,
High-income countries,OWID_HIC,2022,96.424225,
High-income countries,OWID_HIC,2023,96.46489,
High-income countries,OWID_HIC,2024,96.46494,
Honduras,HND,2000,46.105953,38.15881
Honduras,HND,2001,46.1829,38.463154
Honduras,HND,2002,46.259846,38.767498
Honduras,HND,2003,48.667927,39.07184
Honduras,HND,2004,51.08375,39.376183
Honduras,HND,2005,53.507317,39.680527
Honduras,HND,2006,55.938625,39.98487
Honduras,HND,2007,58.377674,40.28921
Honduras,HND,2008,60.824467,40.593555
Honduras,HND,2009,63.279003,40.8979
Honduras,HND,2010,65.74128,41.20224
Honduras,HND,2011,68.211296,41.506584
Honduras,HND,2012,70.68906,41.81093
Honduras,HND,2013,73.17456,42.115273
Honduras,HND,2014,75.66781,42.419613
Honduras,HND,2015,77.5054,42.723957
Honduras,HND,2016,77.63159,43.0283
Honduras,HND,2017,77.75778,43.33264
Honduras,HND,2018,77.88397,43.636986
Honduras,HND,2019,78.010155,43.94133
Honduras,HND,2020,78.136345,44.245674
Honduras,HND,2021,78.262535,44.550014
Honduras,HND,2022,78.3797,44.85436
Honduras,HND,2023,78.43548,45.158703
Honduras,HND,2024,78.43548,45.463047
Hong Kong,HKG,2000,98.36695,
