Entity,Code,Year,2010,2005,2000,1995,1990,1985,1980,1975,1970,1965,1960,1955,1950,1945,1940,1935,1930,1925
Austria,AUT,55,,,,,,,,,,0.00006,0.00005,0.00002,0.00006,0,0,0,0,0
Belarus,BLR,12,,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Belarus,BLR,13,,,0.00002,0.00002,0.00001,0.00001,0.00001,0,0,0,0,0,,,,,,
Belarus,BLR,14,,,0.0002,0.00021,0.00011,0.00016,0.00024,0.0001,0.00007,0.00005,0.00004,0.00002,0.00003,,,,,
Belarus,BLR,15,,,0.00095,0.00131,0.001,0.00136,0.00208,0.00137,0.0007,0.00054,0.00046,0.00027,0.00017,,,,,
Belarus,BLR,16,,,0.00325,0.0055,0.00504,0.0058,0.00819,0.0077,0.00462,0.0034,0.00258,0.00185,0.00135,,,,,
Belarus,BLR,17,,,0.00695,0.01478,0.01427,0.01607,0.02336,0.02857,0.01765,0.01294,0.01057,0.00896,0.00658,,,,,
Belarus,BLR,18,,,,0.02916,0.03027,0.03299,0.04635,0.06822,0.05433,0.04205,0.03897,0.03395,0.02372,,,,,
Belarus,BLR,19,,,,0.04493,0.04989,0.05532,0.07712,0.10348,0.12712,0.10546,0.10052,0.09164,0.06858,0.05571,,,,
Belarus,BLR,20,,,,0.06094,0.06499,0.07606,0.09851,0.1163,0.16892,0.15001,0.15578,0.1477,0.13606,0.10914,,,,
Belarus,BLR,21,,,,0.06697,0.0804,0.09063,0.10551,0.11995,0.18043,0.18723,0.18012,0.17651,0.17656,0.14015,,,,
Belarus,BLR,22,,,,0.07327,0.09212,0.0989,0.10389,0.11384,0.1697,0.19815,0.19062,0.18484,0.18361,0.16922,,,,
Belarus,BLR,23,,,,,0.10403,0.10854,0.10185,0.11212,0.14297,0.1818,0.18632,0.17624,0.17663,0.17218,,,,
Belarus,BLR,24,,,,,0.11431,0.11112,0.09826,0.1028,0.12145,0.15343,0.16806,0.15764,0.16503,0.16249,0.15458,,,
Belarus,BLR,25,,,,,0.11997,0.11469,0.09861,0.0933,0.10095,0.12624,0.15979,0.14348,0.14889,0.15152,0.15277,,,
Belarus,BLR,26,,,,,0.11294,0.11441,0.09903,0.08013,0.07858,0.10054,0.13636,0.13083,0.13217,0.13911,0.14862,,,
Belarus,BLR,27,,,,,0.10018,0.11257,0.0959,0.07249,0.0706,0.07887,0.1164,0.12136,0.1199,0.12664,0.13582,,,
Belarus,BLR,28,,,,,,0.10934,0.09202,0.06606,0.06371,0.06377,0.09975,0.11154,0.10457,0.11077,0.12742,,,
Belarus,BLR,29,,,,,,0.10583,0.08568,0.06091,0.05731,0.05355,0.07856,0.09178,0.08992,0.09981,0.11089,0.12349,,
Belarus,BLR,30,,,,,,0.10227,0.08068,0.05895,0.051,0.04287,0.05866,0.0805,0.07779,0.08572,0.1075,0.12652,,
Belarus,BLR,31,,,,,,0.08987,0.07641,0.05746,0.04372,0.03451,0.04398,0.06653,0.06407,0.07064,0.09144,0.10424,,
Belarus,BLR,32,,,,,,0.07437,0.07198,0.05422,0.03739,0.0295,0.03437,0.05303,0.05616,0.05867,0.07984,0.09801,,
Belarus,BLR,33,,,,,,,0.06662,0.04916,0.03166,0.02627,0.02725,0.04278,0.04848,0.04694,0.0672,0.08067,,
Belarus,BLR,34,,,,,,,0.06086,0.04345,0.02803,0.02161,0.02152,0.03162,0.03884,0.03721,0.05336,0.07109,0.07564,
Belarus,BLR,35,,,,,,,0.05412,0.0375,0.02429,0.01899,0.016,0.02308,0.0334,0.03016,0.04477,0.05945,0.06719,
Belarus,BLR,36,,,,,,,0.04551,0.03178,0.02203,0.01532,0.01187,0.01649,0.02678,0.02452,0.03553,0.04922,0.05767,
Belarus,BLR,37,,,,,,,0.03427,0.02778,0.01843,0.01122,0.00977,0.01205,0.01987,0.02003,0.02698,0.03827,0.04595,
Belarus,BLR,38,,,,,,,,0.02281,0.01555,0.00909,0.00748,0.00876,0.01459,0.01551,0.01935,0.02992,0.03647,
Belarus,BLR,39,,,,,,,,0.01769,0.01176,0.00679,0.00588,0.00627,0.00931,0.01157,0.01408,0.02321,0.02803,0.03065
Belarus,BLR,40,,,,,,,,0.0133,0.00832,0.00527,0.00445,0.0043,0.0062,0.00934,0.00968,0.01547,0.02202,0.02593
Belarus,BLR,41,,,,,,,,0.00933,0.00569,0.00395,0.00282,0.00282,0.00412,0.00682,0.00689,0.0099,0.01359,0.01752
Belarus,BLR,42,,,,,,,,0.00573,0.00386,0.00241,0.00175,0.00194,0.00247,0.00463,0.00462,0.00625,0.00932,0.0131
Belarus,BLR,43,,,,,,,,,0.00227,0.00162,0.00111,0.00093,0.00138,0.00243,0.00242,0.00403,0.0053,0.00773
Belarus,BLR,44,,,,,,,,,0.00134,0.00084,0.00055,0.00058,0.0007,0.0011,0.00124,0.00215,0.00288,0.00425
Belarus,BLR,45,,,,,,,,,0.00064,0.00036,0.00031,0.00027,0.00035,0.00035,0.00064,0.00105,0.00141,0.002
Belarus,BLR,46,,,,,,,,,0.0003,0.00018,0.00014,0.00013,0.0001,0.00023,0.00032,0.00043,0.00057,0.00109
Belarus,BLR,47,,,,,,,,,0.00009,0.00005,0.00005,0.00004,0.00006,0.00008,0.00007,0.00015,0.00023,0.0004
Belarus,BLR,48,,,,,,,,,,0.00005,0.00004,0.00001,0.00001,0.00002,0.00002,0.00001,0.00009,0.0002
Belarus,BLR,49,,,,,,,,,,0.00001,0,0.00002,0,0.00001,0.00001,0,0.00003,0.00004
Belarus,BLR,50,,,,,,,,,,0,0.00001,0.00001,0,0,0,0,0.00001,0
Belarus,BLR,51,,,,,,,,,,0.00002,0.00001,0,0,0,0,0,0,0
Belarus,BLR,52,,,,,,,,,,0,0.00001,0,0,0,0,0,0,0
Belarus,BLR,53,,,,,,,,,,,0,0,0,0,0,0,0,0
Belarus,BLR,54,,,,,,,,,,,0.00001,0,0,0,0,0,0,0
Belarus,BLR,55,,,,,,,,,,,0,0,0,0,0,0,0,0
Belgium,BEL,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Belgium,BEL,13,,0.00002,0.00004,0.00004,0.00005,0.00001,0.00001,0.00002,0.00002,0.00002,0.00003,0.00003,0.00001,0.00001,0.00001,0.00001,,
Belgium,BEL,14,,0.00021,0.00013,0.0003,0.00017,0.00005,0.0002,0.00026,0.00026,0.00029,0.00036,0.00043,0.00026,0.00022,0.00019,0.00021,,
Belgium,BEL,15,,0.0006,0.00067,0.00138,0.00115,0.00107,0.00073,0.00088,0.00129,0.00133,0.00186,0.00196,0.00116,0.00131,0.00095,0.00075,,
Belgium,BEL,16,,0.00143,0.00201,0.00266,0.00296,0.00313,0.00277,0.0031,0.00361,0.00536,0.00742,0.0079,0.00659,0.00556,0.00438,0.00333,,
Belgium,BEL,17,,,0.00407,0.006,0.0066,0.00763,0.00675,0.00776,0.00829,0.01107,0.01922,0.02403,0.02084,0.01824,0.01538,0.01233,0.01389,
Belgium,BEL,18,,,0.00757,0.00949,0.01353,0.01408,0.0142,0.01525,0.0157,0.0204,0.03189,0.04621,0.04612,0.04557,0.03819,0.03079,0.0333,
Belgium,BEL,19,,,0.012,0.01562,0.02254,0.0259,0.02648,0.0247,0.02568,0.032,0.05193,0.06848,0.07887,0.0819,0.07034,0.05838,0.05709,
Belgium,BEL,20,,,0.01674,0.02127,0.03,0.03422,0.03749,0.0338,0.03959,0.0454,0.07287,0.08734,0.11263,0.11824,0.10443,0.08806,0.08284,
Belgium,BEL,21,,,0.0219,0.02653,0.03813,0.04509,0.04607,0.04588,0.05429,0.06347,0.09227,0.10392,0.13552,0.15011,0.13871,0.12195,0.10883,
Belgium,BEL,22,,,,0.03553,0.04589,0.0604,0.05283,0.05734,0.06888,0.08219,0.10867,0.12457,0.14387,0.17057,0.1711,0.1539,0.13552,0.13004
Belgium,BEL,23,,,,0.04368,0.05566,0.06775,0.06918,0.0698,0.08227,0.09985,0.12328,0.1378,0.14865,0.1734,0.19307,0.17358,0.15086,0.14736
Belgium,BEL,24,,,,0.05209,0.06503,0.08324,0.08273,0.08962,0.09621,0.12019,0.13558,0.14995,0.14746,0.17148,0.19921,0.18262,0.16107,0.15316
Belgium,BEL,25,,,,0.06359,0.07823,0.09939,0.10279,0.10651,0.11508,0.13865,0.14362,0.15448,0.14535,0.16998,0.19113,0.18523,0.16478,0.153
Belgium,BEL,26,,,,0.07902,0.09442,0.1136,0.12091,0.1209,0.13346,0.14743,0.14535,0.14382,0.14538,0.15112,0.1747,0.18074,0.16259,0.14928
Belgium,BEL,27,,,,,0.10835,0.12603,0.13719,0.12994,0.13838,0.14489,0.13846,0.12934,0.13086,0.13202,0.15735,0.17089,0.16067,0.14662
Belgium,BEL,28,,,,,0.11916,0.13786,0.14523,0.13855,0.14229,0.13975,0.12972,0.11009,0.11423,0.1095,0.13662,0.15863,0.15282,0.13926
Belgium,BEL,29,,,,,0.1282,0.13935,0.14863,0.14349,0.13704,0.12545,0.11958,0.09806,0.10201,0.09141,0.11696,0.1452,0.13917,0.1293
Belgium,BEL,30,,,,,0.13197,0.1389,0.14134,0.13954,0.12667,0.1173,0.10802,0.08443,0.08312,0.07779,0.10659,0.11863,0.12825,0.11946
Belgium,BEL,31,,,,,0.13293,0.12925,0.13153,0.13014,0.10963,0.10024,0.09156,0.07272,0.06574,0.06067,0.08348,0.10151,0.11317,0.10946
Belgium,BEL,32,,,,,,0.11663,0.11629,0.11725,0.09628,0.08697,0.07536,0.0617,0.05394,0.05197,0.06735,0.08442,0.10219,0.09644
Belgium,BEL,33,,,,,,0.10316,0.10138,0.09965,0.0845,0.07188,0.06088,0.05106,0.04123,0.03926,0.05162,0.07061,0.09203,0.08865
Belgium,BEL,34,,,,,,0.0888,0.08725,0.08651,0.07408,0.06193,0.04886,0.04267,0.03328,0.03201,0.04097,0.05925,0.07773,0.07663
Belgium,BEL,35,,,,,,0.07384,0.0765,0.07409,0.06243,0.05027,0.04286,0.03566,0.0274,0.02461,0.0312,0.04901,0.06205,0.06738
Belgium,BEL,36,,,,,,0.06637,0.06073,0.06016,0.0543,0.04012,0.0337,0.02822,0.02181,0.01911,0.02601,0.03847,0.05166,0.05959
Belgium,BEL,37,,,,,,,0.05116,0.04728,0.04286,0.03169,0.02536,0.02148,0.01733,0.01359,0.01787,0.0269,0.03979,0.05134
Belgium,BEL,38,,,,,,,0.03894,0.03794,0.0337,0.02393,0.01953,0.01631,0.01341,0.01055,0.01318,0.02017,0.03155,0.04174
Belgium,BEL,39,,,,,,,0.03211,0.03033,0.02537,0.02036,0.01456,0.01138,0.01023,0.00769,0.0106,0.01469,0.0244,0.03306
Belgium,BEL,40,,,,,,,0.02297,0.02156,0.01939,0.01436,0.01102,0.00833,0.00733,0.00466,0.00756,0.00923,0.01819,0.02353
Belgium,BEL,41,,,,,,,0.01633,0.01437,0.01252,0.00965,0.00729,0.00488,0.00526,0.00387,0.00486,0.00618,0.01153,0.01639
Belgium,BEL,42,,,,,,,,0.00979,0.00855,0.00637,0.00466,0.0034,0.00317,0.00279,0.00345,0.00339,0.00698,0.01004
Belgium,BEL,43,,,,,,,,0.00614,0.00498,0.00359,0.00283,0.00171,0.00206,0.00132,0.00188,0.0022,0.00386,0.00623
Belgium,BEL,44,,,,,,,,0.00328,0.00246,0.00202,0.00147,0.00096,0.00106,0.00083,0.00111,0.00132,0.00241,0.00338
Belgium,BEL,45,,,,,,,,0.00187,0.00155,0.0011,0.00095,0.00056,0.0006,0.00046,0.00105,0.00062,0.00084,0.00192
Belgium,BEL,46,,,,,,,,0.00139,0.00081,0.00041,0.00043,0.00036,0.00036,0.00022,0.0004,0.00035,0.00065,0.00087
Belgium,BEL,47,,,,,,,,,0.00046,0.0003,0.00032,0.00016,0.00013,0.00017,0.00025,0.00012,0.00027,0.00033
Belgium,BEL,48,,,,,,,,,0.00045,0.00022,0.00014,0.00005,0,0.00008,0.00025,0.00005,0.00009,0.00017
Belgium,BEL,49,,,,,,,,,0.0002,0.00017,0.00013,0.00003,0.00007,0.00003,0.00025,0.0001,0.00017,0.00006
Belgium,BEL,50,,,,,,,,,0.00012,0.00007,0.00008,0.00003,0.00001,0,0.00012,0.00009,0.00012,0.00006
Belgium,BEL,51,,,,,,,,,0.00011,0.00007,0.00004,0.00001,0.00001,0.00002,0,0,0.00002,0.00002
Belgium,BEL,52,,,,,,,,,,0.00004,0.00002,0.00001,0,0,0,0.00004,0,0.00005
Belgium,BEL,53,,,,,,,,,,0.00001,0.00001,0.00001,0,0,0.00002,0.00004,0.00002,0
Belgium,BEL,54,,,,,,,,,,0,0,0,0,0,0,0.00002,0.00002,0
Belgium,BEL,55,,,,,,,,,,0,0,0,0,0,0.00001,0.00001,0,0
Bulgaria,BGR,12,,0.00014,0.00009,0.00024,0.0001,0.00007,0.00024,0.00006,0.00003,0.00003,0,0,0,0,0,0,,
Bulgaria,BGR,13,,0.00143,0.00153,0.00246,0.00105,0.00099,0.00179,0.00094,0.00068,0.00061,0.0002,0.00016,0.00012,0.00012,0.00012,0.0001,,
Bulgaria,BGR,14,,0.006,0.00846,0.0101,0.00698,0.00647,0.0073,0.00598,0.00533,0.00403,0.00355,0.00294,0.00214,0.00206,0.00196,0.00183,,
Bulgaria,BGR,15,,0.01696,0.02068,0.02212,0.01887,0.0159,0.01729,0.01809,0.01519,0.01324,0.01165,0.01016,0.00865,0.00806,0.00751,0.00732,,
Bulgaria,BGR,16,,,0.03314,0.03468,0.0323,0.02842,0.02929,0.03769,0.03364,0.03387,0.03197,0.02842,0.02362,0.0248,0.02355,0.0208,,
Bulgaria,BGR,17,,,0.04292,0.04513,0.04468,0.03932,0.04118,0.05884,0.05839,0.06271,0.0592,0.05583,0.05618,0.05925,0.05426,0.04562,0.03993,
Bulgaria,BGR,18,,,0.04938,0.04995,0.05285,0.04994,0.06113,0.08121,0.10079,0.11113,0.10968,0.10084,0.10701,0.11216,0.10186,0.08218,0.07477,
Bulgaria,BGR,19,,,0.0562,0.0588,0.06152,0.06267,0.08271,0.0994,0.15446,0.17234,0.18098,0.16323,0.15702,0.16053,0.15918,0.12232,0.11878,
Bulgaria,BGR,20,,,0.0599,0.06303,0.06585,0.07418,0.08856,0.10267,0.17237,0.20203,0.2093,0.20785,0.19563,0.18791,0.19267,0.1637,0.15531,
Bulgaria,BGR,21,,,,0.06676,0.06593,0.07917,0.08642,0.0969,0.15978,0.20273,0.20871,0.22335,0.20084,0.19266,0.19515,0.18624,0.17273,
Bulgaria,BGR,22,,,,0.07085,0.06917,0.08129,0.08205,0.09012,0.13649,0.1899,0.1902,0.21069,0.19814,0.19474,0.18837,0.18673,0.18364,0.20314
Bulgaria,BGR,23,,,,0.07243,0.07222,0.08795,0.08554,0.09223,0.11559,0.16765,0.17091,0.18958,0.19487,0.19046,0.17533,0.17743,0.17764,0.2142
Bulgaria,BGR,24,,,,0.08359,0.07635,0.09166,0.08647,0.09496,0.097,0.13605,0.14742,0.15974,0.17802,0.16745,0.15573,0.17001,0.17599,0.21445
Bulgaria,BGR,25,,,,0.08737,0.08305,0.08994,0.08949,0.08839,0.08458,0.10573,0.12825,0.13023,0.15222,0.14182,0.13587,0.15376,0.16679,0.18384
Bulgaria,BGR,26,,,,,0.08781,0.0913,0.09234,0.07955,0.07116,0.08109,0.1078,0.10747,0.12886,0.11874,0.11737,0.13261,0.13804,0.14627
Bulgaria,BGR,27,,,,,0.08988,0.09129,0.09406,0.07415,0.05983,0.06271,0.08922,0.0885,0.10167,0.10115,0.10878,0.11505,0.11436,0.13056
Bulgaria,BGR,28,,,,,0.09117,0.09184,0.0951,0.07343,0.05723,0.05331,0.07034,0.07422,0.08161,0.0909,0.10166,0.09459,0.09723,0.11489
Bulgaria,BGR,29,,,,,0.08897,0.08925,0.08996,0.06933,0.05597,0.04302,0.05553,0.06109,0.06221,0.07749,0.08421,0.07715,0.0861,0.10191
Bulgaria,BGR,30,,,,,0.08692,0.08516,0.08433,0.06862,0.04807,0.03563,0.04002,0.05015,0.04765,0.06033,0.06508,0.06172,0.07437,0.08376
Bulgaria,BGR,31,,,,,,0.07998,0.07258,0.06537,0.04005,0.02835,0.02916,0.0401,0.03789,0.04562,0.04901,0.04925,0.06153,0.06511
Bulgaria,BGR,32,,,,,,0.07167,0.06509,0.05978,0.03367,0.02258,0.02409,0.03109,0.03018,0.03448,0.03803,0.04055,0.0494,0.05253
Bulgaria,BGR,33,,,,,,0.06547,0.05871,0.05617,0.03201,0.0203,0.01893,0.02462,0.02402,0.02601,0.03118,0.03566,0.03868,0.04312
Bulgaria,BGR,34,,,,,,0.05722,0.05354,0.05142,0.02808,0.01837,0.01446,0.01907,0.0199,0.01904,0.026,0.02814,0.03089,0.03516
Bulgaria,BGR,35,,,,,,0.05062,0.04544,0.04124,0.02589,0.01512,0.01158,0.01463,0.0148,0.01461,0.02004,0.02185,0.02391,0.02771
Bulgaria,BGR,36,,,,,,,0.03893,0.0333,0.02223,0.01196,0.00933,0.01011,0.01272,0.01102,0.01542,0.01556,0.01781,0.02279
Bulgaria,BGR,37,,,,,,,0.03391,0.02623,0.01796,0.00956,0.0072,0.0079,0.00906,0.00882,0.01149,0.01188,0.01448,0.01757
Bulgaria,BGR,38,,,,,,,0.02555,0.02101,0.0156,0.00812,0.00618,0.00614,0.00678,0.00693,0.00864,0.00941,0.01199,0.01349
Bulgaria,BGR,39,,,,,,,0.02042,0.01697,0.01262,0.00589,0.0049,0.00403,0.00502,0.00503,0.00639,0.00735,0.00888,0.01047
Bulgaria,BGR,40,,,,,,,0.01514,0.01261,0.00915,0.00436,0.00384,0.00315,0.00351,0.00376,0.0038,0.00505,0.00624,0.0072
Bulgaria,BGR,41,,,,,,,,0.00905,0.00574,0.00378,0.00213,0.00237,0.00233,0.00265,0.003,0.00375,0.00401,0.00501
Bulgaria,BGR,42,,,,,,,,0.00567,0.00392,0.00245,0.00139,0.00135,0.00179,0.00175,0.0017,0.00188,0.0028,0.00364
Bulgaria,BGR,43,,,,,,,,0.00407,0.0026,0.00144,0.00086,0.00088,0.00083,0.00089,0.00104,0.00123,0.00164,0.00233
Bulgaria,BGR,44,,,,,,,,0.00283,0.00143,0.00097,0.00054,0.00049,0.00043,0.00044,0.00058,0.00081,0.00094,0.00121
Bulgaria,BGR,45,,,,,,,,0.00179,0.00126,0.00061,0.00029,0.0002,0.00019,0.00018,0.0003,0.00031,0.00066,0.00083
Bulgaria,BGR,46,,,,,,,,,0.00099,0.00036,0.00009,0.00012,0.00013,0.00008,0.00013,0.00018,0.00025,0.0004
Bulgaria,BGR,47,,,,,,,,,0.00077,0.00017,0.00009,0.00003,0.00001,0.00007,0.00004,0.00012,0.00011,0.00012
Bulgaria,BGR,48,,,,,,,,,0.00049,0.00015,0.00007,0,0,0.00002,0.00004,0.00001,0.00008,0.00011
Bulgaria,BGR,49,,,,,,,,,0.00037,0.00018,0.00005,0,0.00001,0.00001,0.00001,0.00002,0.00002,0.00002
Bulgaria,BGR,50,,,,,,,,,0.00023,0.00006,0.00006,0,0.00001,0,0,0.00003,0.00004,0.00004
Bulgaria,BGR,51,,,,,,,,,,0.00012,0.00005,0.00001,0,0,0,0.00001,0.00003,0.00005
Bulgaria,BGR,52,,,,,,,,,,0.00006,0,0.00002,0,0,0,0.00001,0.00002,0.00003
Bulgaria,BGR,53,,,,,,,,,,0.00008,0.00001,0,0,0,0,0.00002,0.00001,0.00001
Bulgaria,BGR,54,,,,,,,,,,0.00001,0,0,0,0,0,0.00001,0,0
Bulgaria,BGR,55,,,,,,,,,,0.00011,0,0,0,0,0,0,0,0
Canada,CAN,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,13,,0.00002,0.00002,0.00003,0.00003,0.00005,0.00008,0.00007,0.00008,0.00008,0.00008,0.00007,0.00007,0.00009,0.00007,0.00007,0.00005,0.00004
Canada,CAN,14,,0.00025,0.00027,0.00048,0.00051,0.00078,0.00121,0.00122,0.00119,0.00129,0.00145,0.0013,0.00102,0.00133,0.00112,0.00087,0.00062,0.00051
Canada,CAN,15,,0.00081,0.0012,0.00198,0.00212,0.00279,0.00439,0.00492,0.00415,0.00473,0.00579,0.00569,0.00438,0.00524,0.00491,0.00337,0.00335,0.00201
Canada,CAN,16,,0.00171,0.00304,0.00528,0.00617,0.00696,0.0105,0.01331,0.01115,0.01249,0.01651,0.0179,0.01565,0.01793,0.01814,0.01444,0.01153,0.00805
Canada,CAN,17,,0.00323,0.00566,0.01002,0.01214,0.01262,0.01874,0.02462,0.02128,0.02259,0.02887,0.03593,0.03654,0.04309,0.04827,0.0397,0.03106,0.02209
Canada,CAN,18,,,0.00855,0.01512,0.01967,0.01967,0.02687,0.03504,0.0333,0.03192,0.04014,0.05158,0.06437,0.07945,0.09299,0.08026,0.06685,0.04717
Canada,CAN,19,,,0.01307,0.02086,0.02771,0.02799,0.03561,0.047,0.04621,0.04246,0.05245,0.06673,0.0895,0.11638,0.14427,0.12745,0.10625,0.0756
Canada,CAN,20,,,0.01629,0.02612,0.03318,0.03592,0.04241,0.05409,0.05796,0.05342,0.06446,0.08049,0.10405,0.13912,0.19071,0.16997,0.14604,0.1121
